央视频道,#genre#
CCTV-6电影,http://ivi.bupt.edu.cn/hls/cctv6.m3u8
CCTV-6电影,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cctv6hd
CCTV-6电影,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000203303.m3u8 
CCTV-6电影,http://39.135.34.140:18890/000000001000/1000000001000016466/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000016466&owchid=ystenlive&owsid=1106497909461115566&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRPL4aTeGJNlZwIkZROfGAKEC3iG4uOUkYNIdPRliCqBi8AjSQtKTBHB8b3LPXJcIA
CCTV-6电影,http://39.135.34.15:18890/000000001000/1000000001000016466/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA039733
CCTV-7国防军事,http://cctvcnch5ca.v.wscdns.com/live/cctv7_2/10793.m3u8
CCTV-7国防军事,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cctv7
CCTV-7国防军事,http://39.135.34.152:18890/000000001000/7050628689018054317/1.m3u8?channel-id=ystenlive&Contentid=7050628689018054317&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=7050628689018054317&owchid=ystenlive&owsid=1106497909461123525&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5v8WYfJSLSoSDQSshIAsx77pE15UEXEdMCmKIrL5%2f3xV22iBl6KMm%2bLcZrmbA5H1KmAD8EY%2bWAeRUs2LJ9Vxxk
CCTV-7国防军事,http://ivi.bupt.edu.cn/hls/cctv7.m3u8
CCTV-7国防军事,http://39.135.34.139:18890/000000001000/1000000001000024341/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA031479
CCTV-8电视剧,http://cctvcnch5ca.v.wscdns.com/live/cctv8_2/10793.m3u8
CCTV-8电视剧,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cctv8hd
CCTV-8电视剧,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000203903.m3u8 
CCTV-8电视剧,http://ivi.bupt.edu.cn/hls/cctv8hd.m3u8
CCTV-8电视剧,http://39.135.34.12:18890/000000001000/1000000001000003736/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA039505
CCTV-9记录,http://cctvcnch5ca.v.wscdns.com/live/cctvjilu_2/10793.m3u8
CCTV-9记录,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cctv9
CCTV-9记录,http://ivi.bupt.edu.cn/hls/cctv9.m3u8
CCTV-9记录,http://39.135.34.145:18890/000000001000/1000000001000014583/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000014583&owchid=ystenlive&owsid=1106497909461138654&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRh3XYVWmjehcJ6eeMnvhxAUHggQtCK8Xdm86HMC53JU75N56tG8kTzA%2fMocL0w%2bEi
CCTV-9记录,http://39.135.34.23:18890/000000001000/1000000001000028286/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA039223
CCTV-10科教,http://39.135.34.151:18890/000000001000/7019587760656900133/1.m3u8?channel-id=ystenlive&Contentid=7019587760656900133&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=7019587760656900133&owchid=ystenlive&owsid=1106497909461152716&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5DtJGdM%2bq9fDiivHNjKl%2bK%2b9%2fvTG5xUEzd4ADPtXjiSOOAPl07bvHVEc1KInbp3p%2fXrmwsjTHZ%2fLcoxEWqnCxI
CCTV-10科教,http://cctvcnch5ca.v.wscdns.com/live/cctv10_2/10793.m3u8
CCTV-10科教,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cctv10hd
CCTV-10科教,http://ivi.bupt.edu.cn/hls/cctv10.m3u8
CCTV-10科教,http://39.135.34.12:18890/000000001000/7019587760656900133/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA031635
CCTV-11戏曲,http://cctvcnch5ca.v.wscdns.com/live/cctv11_2/10793.m3u8
CCTV-11戏曲,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cctv11
CCTV-11戏曲,http://ivi.bupt.edu.cn/hls/cctv11.m3u8
CCTV-11戏曲,http://39.135.34.18:18890/000000001000/1000000002000019789/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA038279
CCTV-12社会与法,http://cctvcnch5ca.v.wscdns.com/live/cctv12_2/10793.m3u8
CCTV-12社会与法,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cctv12
CCTV-12社会与法,http://ivi.bupt.edu.cn/hls/cctv12.m3u8
CCTV-12社会与法,http://39.135.34.22:18890/000000001000/1000000001000001640/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA036549
CCTV-13新闻,http://cctvcnch5ca.v.wscdns.com/live/cctv13_2/10793.m3u8
CCTV-13新闻,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cctv13
CCTV-13新闻,http://ivi.bupt.edu.cn/hls/cctv13.m3u8
CCTV-13新闻,http://39.135.34.142:18890/000000001000/1000000002000021303/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000021303&owchid=ystenlive&owsid=1106497909461172796&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjht3HVAbnHsmZNUh9hfpXto6CyOW1rkA%2biXZhxwyg0QWyFIN7oKbswdBdf7iWy8vlE
CCTV-13新闻,http://39.135.34.134:18890/000000001000/1000000002000021303/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA038102
CCTV-13新闻,http://120.233.115.38/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8
CCTV-14少儿,http://cctvalih5ca.v.myalicdn.com/live/cctvchild_2/index.m3u8
CCTV-14少儿,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cctv14hd
CCTV-14少儿,http://ivi.bupt.edu.cn/hls/cctv14.m3u8
CCTV-14少儿,http://39.135.34.147:18890/000000001000/8203666801302077036/1.m3u8?channel-id=ystenlive&Contentid=8203666801302077036&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=8203666801302077036&owchid=ystenlive&owsid=1106497909461179285&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5OdsPl7aB2c%2fh9IG5fEu5Y1yWuhr6PsL8ovQK5JmdmvjbSpXjguwCa8emDxg5lQPKN6B6go0yKDtys3NmnOM6U
CCTV-14少儿,http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/4698841642605267773/index.m3u8?channel-id=bestzb&Contentid=4698841642605267773&livemode=1&stbId=004003FF0054805450008422F156021C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=4698841642605267773&owchid=bestzb&owsid=4493204831455266368&AuthInfo=hZkn3vHGhq4VvDzmzr4iVEHqo+vzF6rKA+8OSN8w0NBeBAiwbiztWgyQwzn8jrXqRnTn9qssoyuTaz8kN6jS4cYG4Wtqw/9GA6z30f3PSa2RbGYR9aFXtJD4jiOxxIfw
CCTV-14少儿,http://39.135.34.134:18890/000000001000/1000000001000021349/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA034276
CCTV-15音乐,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cctv15
CCTV-15音乐,http://ivi.bupt.edu.cn/hls/cctv15.m3u8
CCTV-15音乐,http://39.135.34.158:18890/000000001000/1000000002000008163/1.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000008163&owchid=ystenlive&owsid=1106497909461186580&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhY20qRt7%2f617UUdZqFKeX8uE3lV%2bUYqhdkQW8TTtgMeMYnBWivLOAtJKqm6UM8Epy
CCTV-15音乐,http://39.135.34.11:18890/000000001000/1000000002000008163/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA037975
CCTV-17农村农业,http://cctvalih5ca.v.myalicdn.com/live/cctv17_2/index.m3u8
CCTV-17农村农业,http://39.135.34.140:18890/000000001000/1000000005000056836/1.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000005000056836&owchid=ystenlive&owsid=1106497909461196027&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE6skxOPttMtBQzbEMb71jMrM9bNA5sjuldmGASVEj1FB1TOzqCEWAK6w%2FJbtYz8kEYu99sUSfTSd48Av%2FzOzjC1
CCTV-17农村农业,http://39.135.34.139:18890/000000001000/1000000005000056836/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA036465
CETV-1教育,http://player.ioioz.com/18/tv.php?tv=shydbst&id=cetv1
CETV-1教育,http://cctvalih5ca.v.myalicdn.com/cstv/cetv1_2/index.m3u8
CETV-2教育,http://cctvalih5ca.v.myalicdn.com/cstv/cetv2_2/index.m3u8
CETV-3教育,http://cctvalih5ca.v.myalicdn.com/cstv/cetv3_2/index.m3u8
CETV-4教育,http://cctvalih5ca.v.myalicdn.com/cstv/cetv4_2/index.m3u8

卫星频道,#genre#
东方卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/dongfang_2_hd.m3u8
东方卫视,http://player.ioioz.com/18/tv.php?tv=shydbst&id=dfwshd
东方卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000292403.m3u8 
东方卫视,http://ivi.bupt.edu.cn/hls/dfhd.m3u8
东方卫视,http://39.135.34.143:18890/000000001000/1000000001000030202/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030202&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000030202&owchid=ystenlive&owsid=1106497909461236159&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaR5IXgk%2B6a%2BY1Viivj30IkCl065X8GSWgqnbGOJH69GYNl9jXWqt3b3Vkm63dGSY%2B5
东方卫视,http://39.135.34.6:18890/000000001000/1000000001000030202/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA034481

北京卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/btv1_2_hd.m3u8
北京卫视,http://player.ioioz.com/18/tv.php?tv=shydbst&id=bjwshd
北京卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000272103.m3u8
北京卫视,http://ivi.bupt.edu.cn/hls/btv1.m3u8
北京卫视,http://ivi.bupt.edu.cn/hls/btv1hd.m3u8
北京卫视,http://39.135.34.143:18890/000000001000/1000000001000017156/1.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000017156&owchid=ystenlive&owsid=1106497909461249865&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRV7KOtBVuvtVZFLcgrBAOKYd9hOl8T7nV%2fYYLzxPrqZvxI1UedirhXiKrowSY0GL9
北京卫视,http://39.135.34.136:18890/000000001000/1000000001000017156/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA032256

天津卫视,http://cctvalih5ca.v.myalicdn.com/wstv/tianjin_2/index.m3u8
天津卫视,http://player.ioioz.com/18/tv.php?tv=shydbst&id=tjwshd
天津卫视,http://ivi.bupt.edu.cn/hls/tjtv.m3u8
天津卫视,http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/4966692255080753870/index.m3u8?channel-id=bestzb&Contentid=4966692255080753870&livemode=1&stbId=004003FF0037472509008422F153760C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=4966692255080753870&owchid=bestzb&owsid=4493204831455286336&AuthInfo=LPoUhpzbLKA77DJKw+RoOdp+Y9+2o1DeE5aesM/Rzx2fmmAu/Zh6hSJ79Pssv5xRCeMP64fkZ1OTO5rnBrDDVtd+IG42hAo4SoG/GCN9Sl4K/3WOqqtfMoKEA7k42GKH
天津卫视,http://39.135.34.137:18890/000000001000/1000000001000000831/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA039649

江苏卫视,http://221.6.85.150:9000/live/jsws_800/jsws_800.m3u8
江苏卫视,http://player.ioioz.com/18/tv.php?tv=shydbst&id=jswshd
江苏卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000295603.m3u8 
江苏卫视,http://ivi.bupt.edu.cn/hls/jshd.m3u8
江苏卫视,http://39.135.34.136:18890/000000001000/1000000001000004684/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA037067


浙江卫视,http://ali.m.l.cztv.com/channels/lantian/channel01/360p.m3u8
浙江卫视,http://yf.m.l.cztv.com/channels/lantian/channel01/360p.m3u8
浙江卫视,http://ivi.bupt.edu.cn/hls/zjhd.m3u8
浙江卫视,http://121.31.30.90:8085/ysten-business/live/hdzhejiangstv/1.m3u8
浙江卫视,http://39.135.34.146:18890/000000001000/1000000001000009806/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000009806&owchid=ystenlive&owsid=1106497909461218392&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRt6tuEx40ruFSJnrbh2BVWwXsEFuvV04XsE9ZOm50Z8cpDzo0JrXSxYrVj73IVRt9
浙江卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000295503.m3u8 
浙江卫视,http://39.135.34.18:18890/000000001000/1000000001000009806/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA031400


安徽卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/anhui_2_hd.m3u8
安徽卫视,http://player.ioioz.com/18/tv.php?tv=shydbst&id=ahwshd
安徽卫视,http://ivi.bupt.edu.cn/hls/ahhd.m3u8
安徽卫视,http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/8519359625922101359/index.m3u8?channel-id=bestzb&Contentid=8519359625922101359&livemode=1&stbId=004003FF0066939004008422F157609C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=8519359625922101359&owchid=bestzb&owsid=4493204831455385133&AuthInfo=ByJceAKbde8d6HehX/3nkttGPf5MDrPuw1bCHetOKa4FoNtpT6brl8fUNau09BDYcFLzrhs1Gs/uDaUhIO9P+OTN1ONKMpdTDCFj/5GuNxCVrUkeHBRNMGbwAC/xoRGI
安徽卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000298003.m3u8
安徽卫视,http://39.135.34.8:18890/000000001000/4774346722046993363/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA035639



江西卫视,http://cctvalih5ca.v.myalicdn.com/wstv/jiangxi_2/index.m3u8
江西卫视,http://player.ioioz.com/18/tv.php?tv=shydbst&id=jxwshd
江西卫视,http://liveback.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8
江西卫视,http://39.135.34.158:18890/000000001000/1000000001000013731/1.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000013731&owchid=ystenlive&owsid=1106497909461316198&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRQxb4dqC07SZV%2bYcygMME6A9OMzcDPgMD6e%2f%2fHx5xyjuJRcCBeGZaKds6mdw4roN8
江西卫视,http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/4625292887079171688/index.m3u8?channel-id=bestzb&Contentid=4625292887079171688&livemode=1&stbId=004003FF0088804032008422F159412C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=4625292887079171688&owchid=bestzb&owsid=4493204831455285739&AuthInfo=PXm0oUTrbN0no3Jcn5mYSZJAmzcrizZc1OXLcyy1/dPnPdDXLeftZRG2M9cCjoD1G/71soli+cfNupc8bhk+jyAJ5IKiabBrtNE1FSFMqT7v/E6etbMd5CUeCGV49SfO
江西卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000294103.m3u8 
江西卫视,http://39.135.34.11:18890/000000001000/1000000001000013731/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA039197



黑龙江卫视,http://cctvalih5ca.v.myalicdn.com/wstv/heilongjiang_2/index.m3u8
黑龙江卫视,http://player.ioioz.com/18/tv.php?tv=shydbst&id=hljwshd
黑龙江卫视,http://ivi.bupt.edu.cn/hls/hljhd.m3u8
黑龙江卫视,http://39.135.34.140:18890/000000001000/8467838254824392379/1.m3u8?channel-id=ystenlive&Contentid=8467838254824392379&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=8467838254824392379&owchid=ystenlive&owsid=1106497909461358444&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5eLzTptYlaHwBbi5jFcfGGajSKACYh%2bxMIkH12jcM41WvzLTRYworzrZ3FKkyeJf%2fWTgBHYgXtjL76Tybav9u%2b
黑龙江卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000293903.m3u8 
黑龙江卫视,http://39.135.34.139:18890/000000001000/1000000001000001925/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA036449


吉林卫视,http://cctvalih5ca.v.myalicdn.com/wstv/jilin_2/index.m3u8
吉林卫视,http://player.ioioz.com/18/tv.php?tv=shydbst&id=jlws
吉林卫视,http://39.135.34.8:18890/000000001000/6042486520432105075/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA031101


辽宁卫视,http://cctvalih5ca.v.myalicdn.com/wstv/liaoning_2/index.m3u8
辽宁卫视,http://player.ioioz.com/18/tv.php?tv=shydbst&id=lnwshd
辽宁卫视,http://39.135.34.150:18890/000000001000/1000000002000024033/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000024033&owchid=ystenlive&owsid=1106497909461352974&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhQBci%2f2KtFqbPb5lYHzQlehPnBUBV7gDU5NsQ1fq2DyLArxZhG%2bC4a49jTs%2bwbEKo
辽宁卫视,http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/5393821316758187099/index.m3u8?channel-id=bestzb&Contentid=5393821316758187099&livemode=1&stbId=004003FF0068820358008422F158596C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=5393821316758187099&owchid=bestzb&owsid=4493204831455284991&AuthInfo=k5u8k07/ODnmQe0XrIWYxnpjNNud8PtA3jaoIF/fpZbLPV3325A81eU507NEowz0cEU1EbtmZdjU3xwdrJkgDzp9BMKdqyGoJXINUwMM8pF0T1GWf5v0oJkhWd8u/+ha
辽宁卫视,http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000281303.m3u8 
辽宁卫视,http://39.135.34.19:18890/000000001000/1000000002000024033/1.m3u8?channel-id=ystenlive&stbId=0000019901080888100D73828EA035171


内蒙古卫视,http://player.ioioz.com/18/tv.php?tv=shydbst&id=nmgws
